0,1.17069,0.145803,0.145803,291605204
1,1.27157,0.213571,0.0677684,135536780
2,1.34026,0.253877,0.040306,80611942
3,1.39645,0.283901,0.0300238,60047560
4,1.44484,0.307883,0.0239827,47965388
5,1.48151,0.325015,0.0171314,34262830
6,1.4861,0.327098,0.00208341,4166815
7,1.49658,0.33181,0.00471142,9422846
8,1.61456,0.380638,0.0488282,97656399
9,1.69242,0.409132,0.0284936,56987260
10,1.72884,0.421577,0.0124454,24890816
11,1.78866,0.440921,0.0193441,38688171
12,1.96752,0.491745,0.0508239,101647823
13,2.13012,0.530544,0.038799,77597940
14,2.1863,0.542606,0.0120622,24124342
15,2.24918,0.555394,0.0127883,25576674
16,2.50858,0.601368,0.0459738,91947540
17,2.63286,0.620185,0.0188172,37634429
18,2.773,0.63938,0.0191947,38389350
19,2.97644,0.664028,0.0246482,49296473
20,3.157,0.683243,0.019215,38430099
21,3.30886,0.697782,0.0145382,29076390
22,3.35666,0.702085,0.00430356,8607120
23,3.42857,0.708333,0.00624826,12496524
24,3.85779,0.740784,0.0324506,64901275
25,4.09357,0.755714,0.0149304,29860716
26,4.23486,0.763865,0.00815023,16300455
27,4.41025,0.773256,0.0093911,18782192
28,4.60372,0.782784,0.00952877,19057534
29,5.37106,0.813817,0.0310327,62065451
30,5.72681,0.825383,0.0115657,23131301
31,5.97436,0.832618,0.00723516,14470321
32,6.91833,0.855456,0.0228385,45676901
33,7.31767,0.863344,0.00788801,15776018
34,7.69901,0.870113,0.00676878,13537557
35,8.09827,0.876517,0.0064036,12807208
36,8.59392,0.883639,0.00712185,14243701
37,9.53447,0.895117,0.0114787,22957439
38,10.998,0.909075,0.0139573,27914517
39,11.8732,0.915777,0.00670226,13404525
40,13.2289,0.924408,0.00863109,17262182
41,14.8622,0.932715,0.00830726,16614522
42,16.344,0.938815,0.00610014,12200280
43,17.6633,0.943385,0.00456998,9139950
44,19.1247,0.947712,0.00432616,8652321
45,21.9851,0.954515,0.00680301,13606014
46,24.8352,0.959735,0.00522005,10440105
47,26.4759,0.96223,0.00249517,4990337
48,29.1893,0.965741,0.00351115,7022297
