0,1.0574,0.0542825,0.0542825,1737039
1,1.0574,0.0542825,0,0
2,1.0574,0.0542825,0,0
3,1.11124,0.1001,0.045818,1466175
4,1.13067,0.115568,0.0154679,494972
5,1.14437,0.126155,0.0105867,338773
6,1.16706,0.143149,0.0169942,543815
7,1.18983,0.159544,0.016395,524639
8,1.19577,0.163722,0.00417797,133695
9,1.20957,0.173263,0.00954063,305300
10,1.21599,0.177627,0.00436441,139661
11,1.23671,0.191403,0.0137761,440834
12,1.23778,0.192104,0.000701125,22436
13,1.24225,0.195011,0.002907,93024
14,1.26943,0.212243,0.0172321,551426
15,1.27258,0.214196,0.00195213,62468
16,1.29198,0.225997,0.0118013,377643
17,1.30766,0.235277,0.00928053,296977
18,1.3124,0.238038,0.00276012,88324
19,1.31734,0.240895,0.00285747,91439
20,1.33004,0.24814,0.00724519,231846
21,1.3358,0.251383,0.00324328,103785
22,1.34046,0.253986,0.00260241,83277
23,1.34378,0.255833,0.00184706,59106
24,1.37879,0.274727,0.0188938,604600
25,1.37987,0.275293,0.00056625,18120
26,1.38101,0.27589,0.000597437,19118
27,1.41865,0.295105,0.0192143,614857
28,1.4256,0.298543,0.00343847,110031
29,1.43418,0.302739,0.00419553,134257
30,1.50843,0.337061,0.0343223,1098315
31,1.52112,0.342589,0.00552769,176886
32,1.52258,0.34322,0.000631063,20194
33,1.60194,0.375755,0.0325357,1041143
34,1.61989,0.382675,0.00691922,221415
35,1.63727,0.389226,0.00655141,209645
36,1.7046,0.413354,0.0241274,772078
37,1.74442,0.426744,0.0133902,428485
38,1.79134,0.441759,0.0150152,480485
39,1.83601,0.455341,0.0135825,434640
40,1.89079,0.471121,0.0157798,504953
41,1.94375,0.485532,0.0144104,461134
42,1.96773,0.4918,0.00626888,200604
43,2.01136,0.502824,0.0110232,352741
44,2.09964,0.523728,0.0209046,668948
45,2.12167,0.528673,0.00494522,158247
46,2.15107,0.535116,0.00644219,206150
47,2.21988,0.549525,0.0144096,461108
48,2.31275,0.567614,0.0180888,578840
49,2.33667,0.572041,0.00442747,141679
50,2.40098,0.583504,0.0114623,366792
51,2.48162,0.597038,0.0135341,433090
52,2.5223,0.603537,0.00649875,207960
53,2.55458,0.608547,0.00501031,160330
54,2.61125,0.617042,0.00849547,271855
55,2.74441,0.635622,0.0185801,594562
56,2.7681,0.638741,0.00311878,99801
57,2.90506,0.655773,0.0170317,545016
58,3.01829,0.668686,0.0129133,413226
59,3.05801,0.67299,0.004304,137728
60,3.18491,0.686019,0.0130292,416935
61,3.28319,0.695418,0.00939856,300754
